single_thread,1,1374-by-1374,1374-by-1374,0,16.368274
single_thread,1,3937-by-3937,3937-by-3937,0,878.045538
multi_thread,1,1374-by-1374,1374-by-1374,0,17.322718
multi_thread,2,1374-by-1374,1374-by-1374,0,8.599179
multi_thread,4,1374-by-1374,1374-by-1374,0,4.029607
multi_thread,8,1374-by-1374,1374-by-1374,0,3.153655
multi_thread,16,1374-by-1374,1374-by-1374,0,2.468430
multi_thread,1,3937-by-3937,3937-by-3937,0,871.583727
multi_thread,2,3937-by-3937,3937-by-3937,0,444.086366
multi_thread,4,3937-by-3937,3937-by-3937,0,223.879212
multi_thread,8,3937-by-3937,3937-by-3937,0,145.718891
multi_thread,16,3937-by-3937,3937-by-3937,0,112.451887
strassen_mthread,1,2048-by-2048,2048-by-2048,128,49.027837
strassen_mthread,1,2048-by-2048,2048-by-2048,256,63.816548
strassen_mthread,2,2048-by-2048,2048-by-2048,128,20.995564
strassen_mthread,2,2048-by-2048,2048-by-2048,256,38.014405
strassen_mthread,4,2048-by-2048,2048-by-2048,128,8.099699
strassen_mthread,4,2048-by-2048,2048-by-2048,256,20.169784
strassen_mthread,8,2048-by-2048,2048-by-2048,128,7.982589
strassen_mthread,8,2048-by-2048,2048-by-2048,256,11.077521
strassen_mthread,16,2048-by-2048,2048-by-2048,128,12.208482
strassen_mthread,16,2048-by-2048,2048-by-2048,256,10.983698
strassen_mthread,1,4096-by-4096,4096-by-4096,128,342.635252
strassen_mthread,1,4096-by-4096,4096-by-4096,256,437.405678
strassen_mthread,2,4096-by-4096,4096-by-4096,128,156.860837
strassen_mthread,2,4096-by-4096,4096-by-4096,256,279.494248
strassen_mthread,4,4096-by-4096,4096-by-4096,128,56.408084
strassen_mthread,4,4096-by-4096,4096-by-4096,256,144.015772
strassen_mthread,8,4096-by-4096,4096-by-4096,128,55.412773
strassen_mthread,8,4096-by-4096,4096-by-4096,256,76.445762
strassen_mthread,16,4096-by-4096,4096-by-4096,128,85.158228
strassen_mthread,16,4096-by-4096,4096-by-4096,256,75.858014
strassen_mthread,1,2048-by-2048,2048-by-2048,32,38.692241
strassen_mthread,1,2048-by-2048,2048-by-2048,64,29.425290
strassen_mthread,1,2048-by-2048,2048-by-2048,512,54.272618
strassen_mthread,2,2048-by-2048,2048-by-2048,32,29.722314
strassen_mthread,2,2048-by-2048,2048-by-2048,64,14.362524
strassen_mthread,2,2048-by-2048,2048-by-2048,512,31.956427
strassen_mthread,4,2048-by-2048,2048-by-2048,32,25.566586
strassen_mthread,4,2048-by-2048,2048-by-2048,64,13.691602
strassen_mthread,4,2048-by-2048,2048-by-2048,512,20.256260
strassen_mthread,8,2048-by-2048,2048-by-2048,32,57.934605
strassen_mthread,8,2048-by-2048,2048-by-2048,64,16.767377
strassen_mthread,8,2048-by-2048,2048-by-2048,512,12.772776
strassen_mthread,16,2048-by-2048,2048-by-2048,32,103.928532
strassen_mthread,16,2048-by-2048,2048-by-2048,64,24.203108
strassen_mthread,16,2048-by-2048,2048-by-2048,512,11.023445
strassen_mthread,1,4096-by-4096,4096-by-4096,32,264.410274
strassen_mthread,1,4096-by-4096,4096-by-4096,64,183.263922
strassen_mthread,1,4096-by-4096,4096-by-4096,512,396.866134
strassen_mthread,2,4096-by-4096,4096-by-4096,32,213.072577
strassen_mthread,2,4096-by-4096,4096-by-4096,64,111.270386
strassen_mthread,2,4096-by-4096,4096-by-4096,512,224.123868
strassen_mthread,4,4096-by-4096,4096-by-4096,32,178.502016
strassen_mthread,4,4096-by-4096,4096-by-4096,64,94.746790
strassen_mthread,4,4096-by-4096,4096-by-4096,512,145.216462
strassen_mthread,8,4096-by-4096,4096-by-4096,32,450.434287
strassen_mthread,8,4096-by-4096,4096-by-4096,64,96.549683
strassen_mthread,8,4096-by-4096,4096-by-4096,512,112.658273
strassen_mthread,16,4096-by-4096,4096-by-4096,32,799.837035
strassen_mthread,16,4096-by-4096,4096-by-4096,64,148.816543
strassen_mthread,16,4096-by-4096,4096-by-4096,512,74.884830
multi_thread,6,1374-by-1374,1374-by-1374,0,4.231043
multi_thread,12,1374-by-1374,1374-by-1374,0,2.882505
multi_thread,6,3937-by-3937,3937-by-3937,0,169.752065
multi_thread,12,3937-by-3937,3937-by-3937,0,111.455172
strassen_mthread,6,2048-by-2048,2048-by-2048,32,41.961994
strassen_mthread,6,2048-by-2048,2048-by-2048,64,13.163147
strassen_mthread,6,2048-by-2048,2048-by-2048,128,6.732300
strassen_mthread,6,2048-by-2048,2048-by-2048,256,10.545389
strassen_mthread,6,2048-by-2048,2048-by-2048,512,18.007244
strassen_mthread,6,2048-by-2048,2048-by-2048,1024,14.510339
strassen_mthread,12,2048-by-2048,2048-by-2048,32,81.928988
strassen_mthread,12,2048-by-2048,2048-by-2048,64,17.281728
strassen_mthread,12,2048-by-2048,2048-by-2048,128,7.282631
strassen_mthread,12,2048-by-2048,2048-by-2048,256,7.872698
strassen_mthread,12,2048-by-2048,2048-by-2048,512,8.942042
strassen_mthread,12,2048-by-2048,2048-by-2048,1024,9.822115
strassen_mthread,6,4096-by-4096,4096-by-4096,32,335.014873
strassen_mthread,6,4096-by-4096,4096-by-4096,64,91.181293
strassen_mthread,6,4096-by-4096,4096-by-4096,128,45.110157
strassen_mthread,6,4096-by-4096,4096-by-4096,256,70.326115
strassen_mthread,6,4096-by-4096,4096-by-4096,512,126.002384
strassen_mthread,6,4096-by-4096,4096-by-4096,1024,138.945715
strassen_mthread,12,4096-by-4096,4096-by-4096,32,679.548693
strassen_mthread,12,4096-by-4096,4096-by-4096,64,121.360137
strassen_mthread,12,4096-by-4096,4096-by-4096,128,49.382701
strassen_mthread,12,4096-by-4096,4096-by-4096,256,54.247351
strassen_mthread,12,4096-by-4096,4096-by-4096,512,64.014250
strassen_mthread,12,4096-by-4096,4096-by-4096,1024,88.616249
strassen_mthread,1,2048-by-2048,2048-by-2048,1024,60.543897
strassen_mthread,2,2048-by-2048,2048-by-2048,1024,31.438114
strassen_mthread,4,2048-by-2048,2048-by-2048,1024,23.253449
strassen_mthread,8,2048-by-2048,2048-by-2048,1024,14.579004
strassen_mthread,16,2048-by-2048,2048-by-2048,1024,10.823610
strassen_mthread,1,4096-by-4096,4096-by-4096,1024,521.379496
strassen_mthread,2,4096-by-4096,4096-by-4096,1024,294.689045
strassen_mthread,4,4096-by-4096,4096-by-4096,1024,170.118281
strassen_mthread,8,4096-by-4096,4096-by-4096,1024,130.040560
strassen_mthread,16,4096-by-4096,4096-by-4096,1024,92.027836
